,Name,Gender,Age,Ethnicity,Family_Status,Number_Caretakers,State_Caretakers,Number_Siblings,Order_Among_Siblings,State_Residence,Country,State_Country,State,State_State,State_School,State_Teachers,State_Classmates,Academic_Level,Grade,Academic_Passion,Years_Failed,Commute_Distance,Commute_Method,Commute_Duration,State_Commute,Work,Work_Type,State_Work,Dropout
3331,Cathriona Long,female,76,White,Adopted,4,2,4,2,2,Ireland,5.085,Cork City,2,8,5,4,B+,10,7,3,3.4,metro,51,3,True,craftsmanship,4,True
3332,Volkan Yeşilkaya,male,25,Hispanic,Abandonned,4,2,4,1,1,Turkey,5.948,Sakarya,3,2,6,3,A+,13,7,2,4.5,bicycle,45,8,True,family business,3,True
3333,Maria Jackson,female,39,Black,Abandonned,5,9,1,1,6,New Zealand,5.277,Manawatu-Wanganui,4,2,9,6,D−,7,10,1,8.3,motorbike,49,4,False,,,True
3334,آوا سلطانی نژاد,female,35,White,Abandonned,3,3,2,1,1,Iran,6.721,چهارمحال و بختیاری,5,9,4,2,A+,7,2,2,8.9,metro,133,8,True,hobby,7,False
3335,José Luis Cornejo,male,52,Arab,Adopted,2,5,1,1,6,Mexico,5.317,Colima,1,4,7,2,D,13,8,3,8.0,bicycle,80,8,False,,,True
3336,Alicia Martin,female,77,Asian,Adopted,5,3,4,4,4,Canada,6.103,Prince Edward Island,4,7,2,3,C−,10,1,2,5.2,walking,312,5,True,hobby,3,True
3337,Smiyana Ignatchenko,female,73,Arab,step family,1,3,1,1,1,Ukraine,5.875,Cherkaska,5,2,1,10,D−,3,3,1,6.0,bicycle,60,10,False,,,True
3338,Flora Hubert,female,33,Asian,Adopted,3,10,1,1,9,Switzerland,6.571,Zürich,1,5,1,10,A,M1,10,3,1.9,bicycle,19,7,True,family business,10,True
3339,Udarsh Keshri,male,71,White,Adopted,2,9,3,2,2,India,3.819,Nagaland,1,1,3,5,D−,5,5,0,17.0,taxi,113,5,False,,,True
3340,Kaat Van der Schans,female,48,Asian,step family,5,2,1,1,5,Netherlands,8.464,Noord-Holland,2,10,2,9,D,14,5,3,9.2,train,78,7,True,craftsmanship,2,False
3341,Meinhard Loth,male,57,Asian,Adopted,3,1,2,2,10,Germany,8.155000000000001,Rheinland-Pfalz,1,10,7,5,A+,1,9,2,1.3,train,11,7,False,,,False
3342,Isabella Gill,female,29,Black,step family,3,10,1,1,6,Canada,5.103,Northwest Territories,5,4,7,4,A,3,2,3,5.2,car,31,7,False,,,True
3343,Simone Gaillard,female,54,White,Abandonned,4,5,3,2,1,Switzerland,9.571,Basel-Stadt,7,4,7,8,C−,3,2,3,7.1,taxi,47,1,True,family business,3,False
3344,Gordon Vasquez,male,24,Black,extended family,2,10,4,3,2,Australia,7.183,Victoria,1,9,9,6,F,L1,4,2,10.1,car,60,9,False,,,False
3345,Rijkje Kastelein,female,73,Asian,Abandonned,3,2,2,2,2,Netherlands,9.464,Zeeland,8,4,2,10,D−,14,3,2,17.0,walking,1020,10,False,,,True
3346,Tony Johnston,male,41,Arab,biological family,4,6,3,2,3,United Kingdom,6.064,Warwickshire,1,4,10,9,A,L2,4,3,17.0,taxi,113,2,True,craftsmanship,2,True
3347,Sandhya Nayak,female,40,Hispanic,biological family,1,3,1,1,9,India,5.819,Mizoram,2,5,9,7,B+,6,6,0,4.9,motorbike,29,4,False,,,False
3348,Harshitha Acharya,female,47,Hispanic,extended family,1,1,4,1,2,India,1.819,Haryana,1,2,2,1,C,M1,5,3,4.8,train,41,2,False,,,True
3349,Yasemin Koçyiğit,female,74,Asian,Adopted,1,4,4,4,3,Turkey,3.9480000000000004,Mardin,2,2,5,10,D+,4,7,1,24.5,car,147,2,False,,,True
3350,Raul Lowe,male,66,Asian,biological family,2,6,1,1,4,United States,4.951,Utah,4,5,8,7,C−,11,1,2,0.9,bicycle,9,7,True,hobby,2,False
3351,Vedant Salian,male,70,Asian,extended family,2,6,3,2,8,India,2.819,Himachal Pradesh,2,8,8,8,D+,L2,6,1,1.4,motorbike,8,9,True,craftsmanship,6,False
3352,حامد سالاری,male,77,Hispanic,extended family,1,9,4,2,5,Iran,2.721,مرکزی,1,5,8,9,C−,3,1,1,7.7,walking,462,9,True,family business,1,True
3353,Chandresh Taj,male,74,Black,Adopted,3,9,3,3,1,India,3.819,Puducherry,3,4,7,1,B−,L1,7,0,6.3,bicycle,63,2,True,craftsmanship,4,False
3354,Vivan Spencer,female,26,Black,Adopted,4,4,2,2,5,United States,8.951,Texas,7,6,6,10,B,L3,8,3,24.0,walking,1440,6,True,craftsmanship,2,True
3355,Phoebe Jones,female,52,Asian,biological family,1,10,4,2,5,New Zealand,6.277,Waikato,6,1,3,3,C−,L2,9,2,21.0,bicycle,210,1,True,family business,3,False
3356,Jochem Sachs,male,42,Hispanic,Abandonned,4,7,4,1,7,Germany,7.155,Hamburg,5,10,4,5,B+,M2,9,0,3.6,metro,54,4,True,repetitive labour,6,False
3357,Alva Trøen,female,69,Asian,Abandonned,5,4,2,2,9,Norway,7.392,Nord-Trøndelag,3,1,3,3,A−,13,5,1,23.0,metro,345,1,True,craftsmanship,7,False
3358,Jesús Cabrera,female,59,Hispanic,step family,5,8,2,1,5,Spain,7.491,Melilla,6,10,9,5,B−,8,1,1,23.5,bus,235,8,False,,,False
3359,Alba Diez,female,60,Asian,Adopted,3,1,3,2,10,Spain,8.491,Navarra,3,3,4,3,A−,12,3,0,12.8,motorbike,76,7,False,,,False
3360,Martha Skogheim,female,28,Asian,Abandonned,1,3,3,2,3,Norway,7.392,Oppland,6,7,7,8,A−,L3,4,1,5.2,taxi,34,10,True,family business,3,False
3361,Özsu Özdenak,female,59,Asian,Abandonned,2,10,2,2,3,Turkey,5.948,Kocaeli,1,2,5,7,C−,6,6,1,0.8,motorbike,4,8,False,,,True
3362,Dienke Holleman,female,76,Hispanic,biological family,5,7,3,1,7,Netherlands,8.464,Groningen,6,4,1,1,C,4,10,0,4.0,metro,60,2,True,family business,4,True
3363,Ali Bakırcıoğlu,male,70,Black,step family,2,8,4,1,10,Turkey,3.9480000000000004,Kars,1,2,9,6,B−,9,1,3,4.5,car,27,3,True,family business,7,False
3364,رضا سهيلي راد,male,30,Asian,biological family,2,10,2,1,10,Iran,3.721,کرمانشاه,2,5,2,7,A+,7,1,2,5.6,metro,84,9,False,,,True
3365,Radivoy Kurpita,male,58,Asian,Abandonned,1,4,1,1,10,Ukraine,6.875,Zaporizka,2,4,2,1,D,L3,9,0,1.5,walking,90,1,True,craftsmanship,6,False
3366,Rubi Barros,male,38,Arab,biological family,5,2,2,1,2,Brazil,5.33,Goiás,3,5,9,1,F,8,5,0,6.0,walking,360,8,False,,,False
3367,Dennis Rogers,male,23,White,biological family,1,3,4,4,8,Australia,9.183,South Australia,7,7,1,5,B+,1,6,2,1.8,bicycle,18,1,False,,,True
3368,Charlotte Picard,female,60,Asian,Adopted,5,3,1,1,7,Switzerland,8.571,Schwyz,3,1,10,8,D−,2,10,0,2.0,taxi,13,9,False,,,True
3369,Oskari Remes,male,65,Arab,step family,2,8,4,4,3,Finland,5.842,Satakunta,1,7,3,9,C−,9,1,2,14.0,bus,140,1,False,,,True
3370,Arundhati Shah,female,60,White,Abandonned,4,7,1,1,3,India,5.819,Kerala,1,6,3,6,D−,4,3,2,3.4,bicycle,34,8,False,,,True
3371,Olivia Olsen,female,43,Black,step family,5,4,2,2,6,Denmark,9.620000000000001,Hovedstaden,6,10,1,10,B−,L3,5,1,4.6,bicycle,46,9,False,,,False
3372,Adam Gerard,male,50,Asian,Abandonned,5,3,2,2,7,France,6.69,Loire-Atlantique,4,9,2,2,F,14,5,1,2.4,bus,23,1,False,,,True
3373,Yanina Kuzma,female,54,Black,Abandonned,2,7,1,1,10,Ukraine,3.875,Odeska,1,6,5,2,D,8,8,0,20.0,walking,1200,6,True,craftsmanship,7,True
3374,Milan Brastad,male,52,Asian,extended family,5,5,2,1,3,Norway,6.392,Hordaland,2,3,3,9,B,M2,2,3,9.8,metro,147,9,True,craftsmanship,8,False
3375,Clecira Oliveira,female,46,Arab,step family,3,9,2,1,7,Brazil,4.33,Acre,2,9,8,10,D−,L2,2,2,11.6,taxi,77,1,False,,,True
3376,Marina Srećković,female,61,Asian,Adopted,1,9,3,2,2,Serbia,8.078,Raška,7,6,9,7,D,L3,10,1,20.0,motorbike,120,5,True,craftsmanship,8,True
3377,Jesse Lehtinen,male,39,White,step family,2,9,4,3,10,Finland,7.842,Satakunta,6,10,4,1,D,12,6,1,12.8,car,76,10,True,repetitive labour,6,False
3378,Etta Goll,female,77,Asian,biological family,1,1,3,3,6,Germany,7.155,Bayern,2,9,1,6,C−,L3,2,1,20.0,motorbike,120,8,True,hobby,1,False
3379,Zachary George,male,32,Hispanic,biological family,2,3,3,3,2,Ireland,8.085,Westmeath,5,4,2,3,B+,3,7,1,20.5,metro,307,3,True,family business,8,False
3380,Sasha Vincent,male,29,Black,Adopted,1,6,4,1,8,France,7.69,Loiret,3,6,7,8,C+,4,10,0,23.0,metro,345,6,True,repetitive labour,2,False
3381,Linda Ballesteros,female,76,Asian,extended family,2,3,3,2,2,Mexico,5.317,Queretaro,3,10,1,6,C,12,9,0,6.4,train,54,7,True,repetitive labour,9,True
3382,Jordan Ferguson,male,57,Arab,step family,3,8,1,1,1,Australia,8.183,New South Wales,4,6,2,1,C,M1,5,2,14.9,bicycle,149,10,True,family business,4,True
3383,بهار احمدی,female,73,Black,extended family,4,8,2,2,2,Iran,3.721,آذربایجان غربی,3,5,3,2,B+,6,2,1,3.8,bus,38,2,True,family business,7,True
3384,Ege Akgül,male,23,Black,step family,1,7,1,1,3,Turkey,5.948,Çanakkale,1,10,7,7,B,12,1,3,14.9,metro,223,7,False,,,True
3385,Abigail Mitchell,female,71,White,Adopted,4,6,1,1,1,Canada,8.103,Saskatchewan,3,8,10,5,C−,L3,4,2,2.6,motorbike,15,1,False,,,False
3386,Savannah Fløtre,female,74,White,Abandonned,3,2,3,3,5,Norway,6.392,Description,5,3,9,1,B+,11,2,2,1.3,walking,78,10,False,,,False
3387,Agnes Mathieu,female,46,Arab,Abandonned,3,7,2,1,3,Switzerland,7.571,Graubünden,6,2,10,6,C−,7,6,3,6.3,taxi,42,2,True,family business,7,False
3388,Katarina Marchand,female,49,White,Abandonned,3,1,3,1,9,Switzerland,5.571,Solothurn,3,10,2,9,C+,1,8,0,5.5,motorbike,33,9,True,repetitive labour,7,True
3389,Mohamed Wegmann,male,74,White,Abandonned,5,8,4,2,7,Germany,6.155,Thüringen,5,7,5,3,A,1,10,3,14.0,taxi,93,1,True,craftsmanship,3,False
3390,Marielle Norland,female,43,Hispanic,extended family,1,8,2,2,9,Norway,6.392,Vest-Agder,2,10,9,5,A,14,10,3,9.2,walking,552,7,False,,,False
3391,Océane Hubert,female,69,Hispanic,Adopted,2,3,4,3,4,France,5.69,Somme,5,9,7,10,D−,5,3,0,3.7,bus,37,10,True,repetitive labour,5,True
3392,Sandra Steward,female,26,White,extended family,1,8,4,4,6,United States,4.951,Wyoming,2,4,9,1,F,13,6,2,14.3,bus,143,10,False,,,False
3393,Catalina Monroy,female,60,Arab,step family,1,7,1,1,3,Mexico,5.317,Puebla,5,10,3,8,D−,7,8,1,4.9,metro,73,5,True,repetitive labour,3,True
3394,بهاره سلطانی نژاد,female,30,Arab,Abandonned,5,8,1,1,1,Iran,5.721,کرمانشاه,3,10,7,5,B−,11,10,3,4.4,walking,264,1,True,hobby,2,False
3395,Gissele Pires,female,65,Black,Adopted,5,6,2,2,7,Brazil,4.33,Tocantins,1,10,7,3,D,11,5,2,6.4,walking,384,2,False,,,False
3396,Cathriona Soto,female,25,Black,Adopted,1,10,3,2,1,Ireland,7.085,Cork City,5,4,2,2,D−,L1,9,0,22.0,metro,330,8,True,family business,3,True
3397,Alfredo Schorr,male,33,Black,Abandonned,1,1,1,1,3,Germany,8.155000000000001,Hessen,5,5,10,1,C−,8,6,1,5.0,motorbike,30,6,True,hobby,8,False
3398,Deniz Babaoğlu,male,46,Hispanic,extended family,2,1,1,1,10,Turkey,6.948,Sivas,4,7,4,3,B+,13,10,1,4.5,metro,67,1,False,,,False
3399,Norma Simmmons,female,63,Black,biological family,2,6,1,1,3,United States,7.951,Pennsylvania,3,3,1,1,D,L1,1,3,10.4,bus,104,7,False,,,True
3400,Rosan Pang,female,51,Arab,extended family,5,8,1,1,3,Netherlands,5.464,Noord-Holland,1,8,1,2,A+,3,8,3,4.7,metro,70,2,True,repetitive labour,1,True
3401,Gaël Faure,male,28,Arab,Adopted,1,2,4,2,1,France,5.69,Guadeloupe,1,4,9,3,A+,5,4,0,6.5,bus,65,5,False,,,True
3402,Hazel White,female,70,Asian,biological family,4,9,2,2,4,New Zealand,9.277000000000001,Bay of Plenty,3,7,6,4,D,14,4,1,3.3,metro,49,10,False,,,True
3403,Mariano Méndez,male,21,Asian,Adopted,1,1,2,1,3,Spain,7.491,Comunidad Valenciana,7,9,7,10,C,3,2,1,0.8,walking,48,3,True,craftsmanship,8,False
3404,Milorad Rašić,male,57,Asian,biological family,4,8,3,2,6,Serbia,5.078,Pčinja,4,6,9,1,B+,13,4,3,0.5,bicycle,5,7,True,craftsmanship,8,False
3405,Bror Trydal,male,66,Hispanic,Adopted,2,8,2,1,8,Norway,8.392,Trøndelag,3,4,1,4,D−,6,10,3,3.6,train,30,3,True,hobby,7,True
3406,Darryl Walters,male,25,Arab,step family,2,5,2,2,1,Ireland,6.085,Cork,4,6,9,8,C,L2,3,1,23.0,bus,230,7,True,craftsmanship,1,True
3407,Gerónimo Maestas,male,23,White,biological family,5,5,3,1,5,Mexico,5.317,Campeche,3,9,2,5,B,M1,1,2,4.7,train,40,9,True,family business,2,True
3408,Sarah Brar,female,56,Asian,Abandonned,1,1,3,2,3,Canada,7.103,Northwest Territories,1,5,3,10,C,5,9,1,14.3,taxi,95,5,False,,,False
3409,Lucas Quiñones,male,69,Black,step family,4,10,3,1,8,Mexico,6.317,Baja California Sur,6,1,7,9,F,L2,2,0,3.9,metro,58,7,False,,,False
3410,Yasemin Gümüşpala,female,67,Hispanic,Adopted,4,6,3,2,9,Turkey,6.948,Kütahya,3,4,5,1,A−,L1,4,1,10.1,car,60,6,True,family business,1,False
3411,Jucelaine Caldeira,female,26,Arab,extended family,4,10,2,1,1,Brazil,7.33,Sergipe,1,4,1,8,F,2,10,2,7.1,metro,106,1,True,craftsmanship,5,True
3412,Luis Vidal,male,31,White,step family,4,5,2,2,9,Spain,8.491,Comunidad Valenciana,1,9,1,6,B+,12,4,0,0.6,metro,9,3,False,,,False
3413,Carl Christensen,male,51,Asian,Adopted,3,8,3,3,3,Denmark,8.620000000000001,Sjælland,7,2,3,4,A,11,6,2,5.0,taxi,33,5,False,,,False
3414,Hemang Taj,male,42,Black,step family,4,8,2,1,8,India,4.819,Assam,1,7,5,3,F,12,4,0,18.0,bicycle,180,5,False,,,False
3415,Hemetério Fernandes,male,72,Black,biological family,3,1,2,1,1,Brazil,4.33,Amapá,4,9,8,6,C−,8,8,3,1.8,walking,108,4,True,hobby,8,True
3416,Brandy Grant,female,71,White,biological family,1,1,4,4,7,United States,4.951,Alabama,4,9,8,8,F,7,9,2,24.5,bicycle,244,6,False,,,False
3417,Christina Tucker,female,31,Arab,Abandonned,5,8,1,1,9,United Kingdom,9.064,Warwickshire,9,7,6,5,B−,L1,4,2,24.0,train,205,3,True,hobby,1,True
3418,Bob Obrien,male,64,Arab,extended family,4,5,4,3,9,United States,5.951,Michigan,3,6,9,8,C,M2,8,1,21.5,walking,1290,7,True,repetitive labour,5,False
3419,Arlene Alexander,female,71,White,step family,3,7,3,2,2,Australia,7.183,Western Australia,3,6,7,4,C,8,9,2,2.0,taxi,13,9,False,,,True
3420,تینا مرادی,female,62,Arab,extended family,4,9,3,2,8,Iran,3.721,ایلام,1,4,10,5,B+,13,2,2,6.4,motorbike,38,9,True,craftsmanship,6,False
3421,Begüm Çankaya,female,40,Hispanic,extended family,1,5,1,1,7,Turkey,4.948,Bayburt,3,4,3,9,D+,12,6,0,22.5,taxi,150,1,True,repetitive labour,7,False
3422,Shruti Babu,female,40,Arab,biological family,3,6,3,1,10,India,5.819,Odisha,1,3,10,3,D−,5,1,2,1.8,car,10,8,True,craftsmanship,9,False
3423,Julia Rinne,female,35,Asian,extended family,1,9,3,1,6,Finland,8.841999999999999,Päijät-Häme,7,5,4,7,D,4,8,0,5.4,taxi,36,2,False,,,True
3424,Noah Spencer,male,63,Hispanic,Adopted,2,3,3,1,6,United States,4.951,Delaware,4,1,1,3,F,13,4,2,4.5,motorbike,27,1,False,,,False
3425,Eskil Barstad,male,51,Arab,Adopted,3,4,3,3,5,Norway,5.392,Vest-Agder,5,10,6,6,A,M1,1,1,6.4,motorbike,38,5,False,,,True
3426,Michael Eknes,male,70,Hispanic,Adopted,4,1,4,1,7,Norway,9.392,Møre og Romsdal,7,6,7,8,A+,L1,6,1,20.5,bus,205,5,True,repetitive labour,3,False
3427,Manon Gerard,female,58,Black,biological family,2,6,3,1,7,France,5.69,Deux-Sèvres,5,7,8,7,D−,8,3,3,23.5,walking,1410,4,False,,,False
3428,Elia Garnier,female,62,Asian,step family,4,6,2,2,4,France,5.69,Loire-Atlantique,3,9,2,5,A−,L2,10,1,2.0,taxi,13,5,True,hobby,4,False
3429,Bianca Llamas,female,51,Asian,step family,2,6,1,1,5,Mexico,6.317,Nuevo Leon,6,5,2,5,C−,M1,5,1,8.9,train,76,10,True,family business,10,True
3430,Amy Reed,female,58,Arab,Abandonned,5,3,1,1,1,Australia,8.183,Western Australia,3,8,4,4,C−,L3,6,0,12.8,motorbike,76,3,False,,,True
3431,Swathi Suvarna,female,47,Black,extended family,1,5,4,1,3,India,1.819,Manipur,1,4,8,9,B+,9,3,1,2.0,metro,30,9,True,hobby,10,False
3432,Stefanija Dinčić,female,26,Black,Abandonned,3,5,4,1,4,Serbia,6.078,Kosovo-Pomoravlje,3,4,5,8,A+,13,3,2,13.7,bus,137,10,True,hobby,7,False
3433,Romashka Konik,female,22,White,extended family,5,3,3,1,10,Ukraine,4.875,Avtonomna Respublika Krim,2,2,1,1,A,3,10,0,12.5,metro,187,1,True,family business,6,False
3434,James Novak,male,33,Black,Abandonned,3,5,2,1,2,Canada,8.103,British Columbia,7,8,5,1,C,3,10,0,5.5,metro,82,5,False,,,False
3435,Peppi Pietila,female,29,White,biological family,3,10,2,2,10,Finland,7.842,Central Ostrobothnia,3,9,10,5,D,2,7,1,9.5,car,57,3,True,hobby,6,True
3436,Sergio Barnett,male,32,Hispanic,Adopted,1,7,2,2,6,Australia,9.183,New South Wales,2,7,1,9,D−,M2,1,0,0.8,car,4,6,False,,,False
3437,Jacob Harris,male,24,White,extended family,5,4,2,2,2,New Zealand,8.277000000000001,Nelson,8,10,2,8,F,2,4,1,0.6,taxi,4,7,False,,,False
3438,Marco Bashir,male,55,Asian,extended family,1,5,2,2,8,Norway,8.392,Troms - Romsa,6,4,6,2,A,L1,7,1,10.1,bicycle,101,6,True,craftsmanship,9,True
3439,Heidi Jones,female,23,White,biological family,5,5,4,1,5,United Kingdom,9.064,Rutland,1,6,4,8,D,13,7,0,3.5,train,30,5,True,repetitive labour,3,True
3440,Francesca Simon,female,73,White,biological family,2,9,1,1,6,Switzerland,5.571,Jura,3,5,9,3,A−,2,5,1,6.8,bus,68,10,False,,,True
3441,Seth Curtis,male,55,Asian,extended family,1,3,1,1,2,Ireland,7.085,Kildare,1,5,10,3,F,12,8,1,7.1,metro,106,9,False,,,False
3442,Nathanaël Joly,male,52,Hispanic,step family,4,7,3,1,10,France,8.690000000000001,Creuse,4,10,6,6,D+,3,4,3,12.2,bicycle,122,1,False,,,False
3443,Isabel Vela,male,43,Asian,extended family,1,8,4,3,2,Mexico,7.317,Queretaro,3,7,7,10,B+,L1,8,2,11.6,bicycle,116,5,True,repetitive labour,3,True
3444,Hamilton das Neves,male,27,Asian,Adopted,5,3,3,2,2,Brazil,8.33,Maranhão,7,1,4,6,C+,5,6,3,9.5,walking,570,6,False,,,False
3445,Virginia Meraz,female,21,Asian,Abandonned,3,3,2,2,9,Mexico,8.317,Morelos,7,5,10,4,D,M2,8,2,6.2,walking,372,5,False,,,True
3446,Sara Møller,female,55,Black,Adopted,1,10,2,1,3,Denmark,8.620000000000001,Hovedstaden,6,5,5,8,B+,10,4,2,6.3,taxi,42,7,False,,,False
3447,Jacob Chen,male,40,Asian,biological family,5,9,4,2,1,New Zealand,9.277000000000001,Northland,2,5,2,2,B−,M2,2,2,5.3,car,31,10,True,family business,6,False
3448,María Teresa Melgar,female,67,Asian,step family,2,10,1,1,9,Mexico,8.317,Tabasco,5,5,8,7,B,3,8,1,4.8,metro,72,6,True,hobby,10,False
3449,Fredrikke Kleiveland,female,24,White,biological family,2,5,4,1,4,Norway,7.392,Nord-Trøndelag,6,8,5,4,D+,14,4,2,6.0,bus,60,3,False,,,False
3450,Luca Menard,male,47,Asian,Abandonned,3,10,1,1,7,France,5.69,Ardennes,2,8,6,5,D,12,5,2,6.0,metro,90,6,True,family business,10,False
3451,Melinda Robin,female,27,Arab,biological family,3,10,3,3,9,Switzerland,8.571,Neuchâtel,3,1,6,8,A,13,7,0,5.2,bicycle,52,5,True,family business,6,True
3452,Raffaella Renard,female,38,Black,Abandonned,2,6,1,1,4,Switzerland,7.571,Appenzell Ausserrhoden,4,8,7,2,C−,1,1,3,1.7,car,10,6,True,hobby,4,True
3453,Akilina Krut,female,70,Black,extended family,1,9,1,1,2,Ukraine,5.875,Zhitomirska,2,10,5,10,A−,1,10,0,2.6,bus,26,5,False,,,True
3454,Brennan Brooks,male,41,Black,extended family,2,6,3,2,3,United States,5.951,Indiana,1,6,8,1,A,6,4,2,1.4,bus,13,2,True,repetitive labour,10,False
3455,Morgane Olivier,female,23,Asian,Adopted,5,10,2,1,9,France,8.690000000000001,Haute-Saône,7,6,4,3,B+,1,3,2,2.5,motorbike,15,6,False,,,True
3456,Xico Moreira,male,67,White,extended family,5,4,4,4,3,Brazil,6.33,Espírito Santo,5,9,7,9,B−,L2,5,3,19.5,metro,292,2,False,,,True
3457,Gonca Gürmen,female,39,Arab,extended family,1,10,2,2,4,Turkey,2.9480000000000004,İstanbul,1,5,8,2,A−,L3,8,1,2.8,metro,42,3,True,hobby,8,False
3458,Brooke Fuller,female,72,Hispanic,Adopted,3,4,1,1,7,Ireland,7.085,Monaghan,2,6,5,4,F,L1,9,3,1.7,bicycle,17,10,True,hobby,3,False
3459,Levi Edwards,male,71,White,Adopted,4,3,4,3,7,New Zealand,8.277000000000001,Bay of Plenty,6,9,3,1,D,6,10,0,8.3,walking,498,10,False,,,True
3460,Budivoy Tihiy,male,22,Black,step family,5,10,1,1,6,Ukraine,5.875,Kiyivska,4,2,7,2,C,L3,8,0,13.7,bus,137,6,False,,,False
3461,Tico Brunt,male,33,Hispanic,step family,4,1,3,1,3,Netherlands,9.464,Gelderland,1,6,1,4,F,9,5,0,1.1,walking,66,4,True,family business,5,False
3462,کیانا یاسمی,female,55,White,extended family,3,2,4,4,10,Iran,4.721,ایلام,1,2,1,7,D+,13,3,3,12.8,train,109,9,False,,,True
3463,Horoshko Bezshchasniy,male,22,Hispanic,Abandonned,4,8,2,2,6,Ukraine,3.875,Ivano-Frankivska,3,6,9,1,C,8,4,3,16.5,train,141,3,False,,,True
3464,Alicja Seliger,female,77,Hispanic,Adopted,5,3,3,2,7,Germany,8.155000000000001,Hessen,4,4,9,3,C+,5,2,2,22.0,train,188,1,True,craftsmanship,1,True
3465,Wallace Fisher,male,70,Hispanic,extended family,3,8,1,1,9,Ireland,5.085,Kerry,5,6,8,2,B+,L2,10,0,3.5,motorbike,21,4,True,family business,5,False
3466,Danny Fletcher,male,51,Asian,step family,2,1,3,1,10,United Kingdom,7.064,Tayside,2,9,3,4,F,12,8,3,11.6,bicycle,116,1,False,,,True
3467,Atie Zuijderwijk,female,40,Hispanic,step family,5,2,4,3,2,Netherlands,9.464,Zuid-Holland,4,3,1,8,A+,L2,4,1,2.4,bus,23,7,True,repetitive labour,7,False
3468,Tammy Morris,female,56,Hispanic,extended family,3,4,2,1,6,Ireland,8.085,Meath,6,1,4,7,B−,1,8,2,6.5,motorbike,39,10,True,craftsmanship,1,False
3469,Dhiraj Acharya,male,23,Asian,Adopted,3,6,4,4,7,India,2.819,Himachal Pradesh,1,8,10,8,A+,L1,8,3,10.4,walking,624,10,False,,,True
3470,Heinz-Josef Strauch,male,58,Hispanic,extended family,5,6,3,1,8,Germany,7.155,Hamburg,1,6,5,7,F,2,10,1,6.4,motorbike,38,4,False,,,True
3471,Annemieke Verhaaf,female,61,Hispanic,Abandonned,1,7,3,1,3,Netherlands,9.464,Noord-Brabant,5,4,2,2,C+,13,5,2,1.9,metro,28,2,False,,,True
3472,Amelia Lo,female,77,Black,biological family,3,1,3,2,9,Canada,5.103,Ontario,2,7,1,5,D+,M2,2,1,5.1,metro,76,5,False,,,True
3473,Dagmar Legrand,female,65,Arab,Adopted,2,9,3,2,8,Switzerland,5.571,Ticino,1,7,3,7,C,13,10,1,11.3,bus,113,4,False,,,False
3474,Mike Cooper,male,41,White,Abandonned,5,6,3,2,5,United States,8.951,Maine,2,2,10,4,B+,7,9,0,0.5,motorbike,3,2,True,repetitive labour,7,False
3475,Leon Bradley,male,47,Hispanic,Abandonned,5,1,3,1,4,Ireland,6.085,Dublin City,5,2,1,5,D+,13,7,2,4.2,taxi,28,1,True,craftsmanship,2,False
3476,Ricardo Marín,male,54,White,biological family,4,2,4,3,6,Spain,5.491,Canarias,4,2,9,3,B−,5,6,1,4.8,metro,72,9,False,,,True
3477,Michou Lokker,female,31,White,step family,5,3,1,1,9,Netherlands,5.464,Groningen,5,8,4,1,C−,1,6,3,13.4,metro,201,1,True,hobby,3,False
3478,Özsu Özbey,female,47,Black,step family,1,7,1,1,1,Turkey,2.9480000000000004,Aydın,2,6,3,9,C,L1,7,1,1.8,bus,18,4,False,,,True
3479,نیایش سلطانی نژاد,female,52,Asian,biological family,1,9,3,3,9,Iran,5.721,تهران,1,8,3,7,A,12,6,3,1.6,metro,24,7,True,family business,3,False
3480,Oskari Kotila,male,74,Hispanic,Abandonned,5,1,2,1,4,Finland,5.842,Southern Savonia,5,8,2,6,D,L1,4,3,3.1,train,26,7,False,,,False
3481,German Duran,male,35,Black,Abandonned,2,3,2,1,6,Spain,6.491,Región de Murcia,1,4,1,3,C+,13,3,2,5.4,train,46,8,False,,,True
3482,Alfred Thomsen,male,41,Arab,biological family,5,9,1,1,7,Denmark,5.62,Midtjylland,4,2,6,3,D+,2,1,2,1.9,metro,28,4,True,family business,6,True
3483,Kabir Bangera,male,32,Hispanic,extended family,4,10,2,1,4,India,1.819,Assam,1,10,7,1,A+,L2,8,3,3.4,train,29,6,True,hobby,2,True
3484,Carter Olson,male,29,Black,step family,5,2,3,2,4,United Kingdom,6.064,Hampshire,1,2,2,2,B−,L3,2,1,6.0,train,51,1,True,craftsmanship,9,True
3485,Albert Burton,male,23,Black,Adopted,3,5,3,1,1,Ireland,6.085,Cavan,6,10,5,9,A+,M2,3,0,18.5,taxi,123,10,True,family business,3,True
3486,Abdullahi Leeman,male,43,White,step family,2,5,3,3,5,Netherlands,9.464,Zeeland,5,2,2,1,D,8,5,1,4.5,motorbike,27,9,True,repetitive labour,3,False
3487,Mirko Franzen,male,63,Black,Adopted,2,7,3,2,5,Germany,5.155,Thüringen,5,4,4,8,D,9,2,0,12.2,motorbike,73,7,False,,,False
3488,Volkan Tütüncü,male,32,Black,Abandonned,1,3,3,1,1,Turkey,3.9480000000000004,Ordu,1,2,4,10,D−,4,2,0,5.6,train,47,1,False,,,False
